Front,Back,Tags
A template renders user-submitted comment HTML with {{ comment|raw }}. What is the risk?,"Stored XSS: |raw disables escaping, so untrusted markup/scripts run unfiltered<br><br>|raw marks the value safe and skips auto-escaping, so any &lt;script&gt; in a user comment executes — a classic stored XSS hole. Only use |raw on HTML you generated or ran through the HtmlSanitizer component; never on raw user input.",twig
At which point is auto-escaping applied to a value?,"At print time on {{ }}, via EscaperExtension adding an implicit |escape<br><br>EscaperExtension inserts an implicit |escape(strategy) on every {{ }} output node that is not already marked safe — escaping happens when a value is printed, not when it is set. So {% set x = untrusted %} stores it raw; the escaping occurs only when you later print {{ x }}.",twig
Which PHP function backs Twig's default 'html' escaping strategy?,"htmlspecialchars() with ENT_QUOTES | ENT_SUBSTITUTE<br><br>The EscaperRuntime maps &#x27;html&#x27; to htmlspecialchars() with ENT_QUOTES|ENT_SUBSTITUTE (encoding single and double quotes and substituting invalid code units). html_attr uses a stricter attribute encoder, js uses \\xNN hex, css uses CSS hex and url uses rawurlencode — each context has its own encoder because escaping is context-specific.",twig
"In a .html.twig file, what does {{ '<b>hi</b>' }} render to the browser?","&lt;b&gt;hi&lt;/b&gt; (escaped, shown as literal text)<br><br>Auto-escaping (html strategy for .html.twig) converts the angle brackets to entities, so the literal markup is displayed as text rather than rendered as bold. To output real markup you would need |raw (only for trusted content).",twig
"True or false: in Symfony, Twig output escaping is enabled by default.","True<br><br>Auto-escaping is on by default (autoescape: name) as a baseline XSS defence; every {{ }} is escaped for its context unless the value is marked safe or passed through |raw. You opt out per value, not opt in.",twig
How many templates can a single template extend in Twig?,"Exactly one<br><br>Twig uses single vertical inheritance. For reusing blocks from several templates (horizontal reuse), use the {% use %} tag instead.",twig
"Inside an overridden block, what does {{ parent() }} render?","The parent template's version of that same block<br><br>parent() outputs the content of the same block from the parent template, letting a child extend rather than fully replace it.",twig
Which tag provides horizontal reuse of blocks (like a trait)?,"{% use %}<br><br>{% use %} imports block definitions from another template without setting a parent, and multiple use statements are allowed.",twig
What is the difference between {{ parent() }} and {{ block('sidebar') }}?,"parent() renders the parent's version of the current block; block('x') renders block x of the current hierarchy<br><br>parent() is contextual — it renders the same block one level up in the inheritance chain. block(&#x27;name&#x27;) prints a named block resolved from the current template hierarchy (and block(&#x27;name&#x27;, &#x27;other.html.twig&#x27;) from another template). Confusing the two is a common exam distractor.",twig
"Why must {% extends %} be the first tag, and what can a child template NOT do?","A child that extends a parent cannot output markup outside blocks; rendering starts at the root ancestor<br><br>When a template extends another, rendering begins at the root ancestor and walks down, so any top-level text a child writes outside a block is ignored (or errors). extends can be a dynamic expression resolved at runtime, which is why it must be resolvable first. Put all child content inside blocks.",twig
How does template inheritance work at the compiled-PHP level?,Each {% block %} becomes a block_<name>() method; extends makes the child class override the parent's methods<br><br>Every template compiles to a class extending Twig\Template; a block becomes a block_&lt;name&gt;() method and extends wires up parentage so child methods override parent ones — exactly like PHP method overriding. A block table ($this-&gt;blocks) lets an override anywhere in the chain win.,twig
What does {% extends request.isXmlHttpRequest ? '_ajax.html.twig' : 'base.html.twig' %} demonstrate?,"extends accepts a dynamic expression, resolved at runtime to choose the parent<br><br>The parent name in extends can be any expression, evaluated at runtime, so you can pick a layout conditionally (e.g. a bare layout for AJAX requests). This is why extends is resolved at runtime rather than purely at compile time.",twig
Which statements about {% use %} are correct? (choose 2),"It imports block definitions only, not surrounding markup ; Multiple use statements are allowed in one template<br><br>{% use %} performs horizontal reuse: it pulls in block definitions (like a PHP trait) without setting a parent, and you may use several templates, aliasing name clashes with &#x27;as&#x27;. It does not import non-block markup and does not establish inheritance — that is what extends is for.",twig
What does app.user return when no one is authenticated?,"null<br><br>AppVariable::getUser() reads the token from the token storage and returns its user, or null when there is no authenticated user.",twig
Which class backs the Twig `app` global in Symfony?,"Symfony\Bridge\Twig\AppVariable<br><br>TwigBundle registers Symfony\Bridge\Twig\AppVariable as the `app` global; its getters expose user, request, session, flashes, etc.",twig
Which of these is NOT a member of the `app` global?,"app.controller<br><br>app exposes user, request, session, flashes, environment, debug, token, locale, current_route and current_route_parameters. There is no app.controller.",twig
What does app.environment return?,"The kernel environment string, e.g. 'dev' or 'prod'<br><br>app.environment is the kernel environment (dev/prod/test); app.debug is the boolean debug flag. They are unrelated to OS env vars.",twig
How do you register a static global string in Twig?,"Under twig.globals in config, or via a GlobalsInterface extension<br><br>Declare globals under twig.globals in twig.yaml, or return them from an extension implementing Twig\Extension\GlobalsInterface::getGlobals().",twig
